id,name,review_count,rating,transactions,station_id
NensKn1MSVU_rm-1Y6WlFA,Marulilu Cafe,281,4.0,[],7a19c49f486d7c0c02b3685d7b240448
oHYOa9l5aLOQpJ8dF6sDmA,Menya Raizo,68,4.0,[],7a19c49f486d7c0c02b3685d7b240448
3sTVFA9wQQT_7RTUj_g1rw,Donair Spot,42,4.0,[],7a19c49f486d7c0c02b3685d7b240448
1AA4EjIIXywxOSnbyZ9vLA,Pho Extreme Xe Lua,101,2.5,[],7a19c49f486d7c0c02b3685d7b240448
31ag-M_QiaycGQrvAi169w,Jollibee,7,4.0,[],7a19c49f486d7c0c02b3685d7b240448
5nGTOnj9Fwb2hZUP3JQPVg,Pizzamia Gourmet Pizza Bar,5,4.5,[],7a19c49f486d7c0c02b3685d7b240448
RVqYrtjaMZFdNUjfM8plVA,Starbucks,3,4.5,[],7a19c49f486d7c0c02b3685d7b240448
SjoGSiEVXN6u9SHFZ7CWRw,A&W,16,2.0,[],7a19c49f486d7c0c02b3685d7b240448
yNGbRPKzTMGheRpqA2noNg,Walking Figures,2,3.0,[],7a19c49f486d7c0c02b3685d7b240448
O8I2UEhzIiTF_lFbIHvJ-Q,Aisha Tandoori,4,2.5,[],7a19c49f486d7c0c02b3685d7b240448
f7jEEU1I96mqji4B65pLBA,Subway,1,1.0,[],7a19c49f486d7c0c02b3685d7b240448
NdEPf2Ls5Ql3_nkwjqKvXA,The Flying Pig,1230,4.0,[],32603a87cfca71d0f7dfa3513bad69d5
gV9lrbWr1CE1Jl0E58UO2g,Minami,727,4.0,[],32603a87cfca71d0f7dfa3513bad69d5
htvl5L_V-zKN0UvUgP60PQ,Robba da Matti,473,4.0,[],32603a87cfca71d0f7dfa3513bad69d5
mkqiEUO9KZbYtFPaDGxT0w,MeeT in Yaletown,150,4.0,[],32603a87cfca71d0f7dfa3513bad69d5
33vTX7D5up56a1dm_AGsUQ,Mister,269,4.0,[],32603a87cfca71d0f7dfa3513bad69d5
sPPMSEvhjkWcJUPA9DtX7w,Loving Hut Express,63,4.5,[],32603a87cfca71d0f7dfa3513bad69d5
BvzP3ytN5VWLAelR5i-DYA,The Yaletown Distillery Bar + Kitchen,188,3.5,[],32603a87cfca71d0f7dfa3513bad69d5
tdcbwxEP8JZfgx1NaRS9-g,Hapa Izakaya,203,3.5,[],32603a87cfca71d0f7dfa3513bad69d5
pzPNqJuBgkzDb9DV2fvjfQ,Salsa & Agave Mexican Grill,204,3.5,[],32603a87cfca71d0f7dfa3513bad69d5
f7Sr6NKUtQYCZZSvYiNvtA,Cactus Club Cafe,204,3.5,[],32603a87cfca71d0f7dfa3513bad69d5
ApjtI5aULYXY4IXm_WNVjw,Sushi Maro,85,3.5,[],32603a87cfca71d0f7dfa3513bad69d5
0zErZVaaOhJUV1lNEqEc6Q,Bistro Sakana,131,3.5,[],32603a87cfca71d0f7dfa3513bad69d5
Vbxro_sbR21MXBsoqE_ogQ,Starbucks,24,4.0,[],32603a87cfca71d0f7dfa3513bad69d5
ai64rPmUd14onCCkwDSoCA,Cha Yuan,18,4.5,[],32603a87cfca71d0f7dfa3513bad69d5
nnffEZLV13xqsjTIxXeqIA,Little Saigon Yaletown,95,3.5,[],32603a87cfca71d0f7dfa3513bad69d5
6we9hSReCQ0urWSMoHDfpA,Black Echo Coffee,11,4.5,[],32603a87cfca71d0f7dfa3513bad69d5
NqNVJzRLCVojpC_qk9QQeQ,Capo & The Spritz,25,3.5,[],32603a87cfca71d0f7dfa3513bad69d5
DhKfYlqLf5kKVC-XCByi_w,OPUS Bar,21,3.5,[],32603a87cfca71d0f7dfa3513bad69d5
