id,name,review_count,rating,transactions,station_id
n4y_jKEQLIQeDjHge9uJvw,Pourhouse Restaurant,531,4.0,[],f97d5bf41f35aa181288429fb52e3488
MWerlIaV9pIcFpWsrtC-cg,Black Frog Eatery,203,4.0,[],f97d5bf41f35aa181288429fb52e3488
MTrkGD8e4LRxTpUiYek9aQ,Timbertrain Coffee Roasters - Gastown,234,4.5,[],f97d5bf41f35aa181288429fb52e3488
iq34B4GAuhYrb9FS1hI8wA,Water Street Cafe,291,3.5,[],f97d5bf41f35aa181288429fb52e3488
akINFa7gj4J3Yoa4rL82MQ,Al Porto,235,3.5,[],f97d5bf41f35aa181288429fb52e3488
LlMlSGRP03yTIeor0FMtHQ,Gastown Steam Clock,137,3.5,[],f97d5bf41f35aa181288429fb52e3488
ZkOBQWkcd_BjfozrKLDBSw,Silvestre Deli & Bistro,56,4.0,[],f97d5bf41f35aa181288429fb52e3488
FfS4puntZmGp3Emi09wZcw,Bambo Café,100,4.0,[],f97d5bf41f35aa181288429fb52e3488
Nf9fdpTD3bTfbXOp54FqSQ,The Poke Shop,75,3.5,[],f97d5bf41f35aa181288429fb52e3488
rj3TpRARdIrKXEfT5Co_HA,Cafe Kitsune,23,3.5,[],f97d5bf41f35aa181288429fb52e3488
Wf0nLJJTAUKQ3QByAdblbQ,Starbucks,15,3.5,[],f97d5bf41f35aa181288429fb52e3488
Opu9W5iFWE-NoOc4CTqQ7A,Bēkon Loft + Lounge,4,4.0,[],f97d5bf41f35aa181288429fb52e3488
KE3WX9JgwDZeagGTtrBMPg,Poke N’ Roll,1,5.0,[],f97d5bf41f35aa181288429fb52e3488
